"name","calories","protein","fat","price","spicy","type","taste","tags","position"
"麻辣脆皮鸡","750","25","29","16","3","主食","麻辣","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"番茄脆皮鸡","710","25","24","16","0","主食","酸甜","中餐;主食;荤菜;素菜;高蛋白;高脂;高热量","教工餐厅二楼"
"甜辣脆皮鸡","730","25","26","16","1","主食","甜辣","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"椒香脆皮鸡","740","25","28","16","1","主食","椒香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"蜂蜜芥末脆皮鸡","790","24","33","16","0","主食","甜辣","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"绝味脆皮鸡","750","25","28","16","2","主食","咸香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"韩式脆皮鸡","740","25","27","16","1","主食","甜辣","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"孜然脆皮鸡","730","26","27","16","0","主食","孜然","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"香辣脆皮鸡","750","25","29","16","2","主食","香辣","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"千岛脆皮鸡","770","24","31","16","0","主食","酸甜","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"原味脆皮鸡","700","26","24","16","0","主食","咸鲜","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"黑椒脆皮鸡","730","25","26","16","1","主食","黑椒","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"奶香芝士脆皮鸡","820","27","36","16","0","主食","奶香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"蜜汁藤椒鸡排","580","22","22","14","1","主食","藤椒","中餐;主食;荤菜;炸鸡;高蛋白;高脂","教工餐厅二楼"
"沙拉藤椒鸡排","640","21","28","14","1","主食","香甜","中餐;主食;荤菜;炸鸡;高蛋白;高脂","教工餐厅二楼"
"甜辣藤椒鸡排","590","22","23","14","2","主食","甜辣","中餐;主食;荤菜;炸鸡;高蛋白;高脂","教工餐厅二楼"
"黑椒藤椒鸡排","590","22","22","14","2","主食","黑椒","中餐;主食;荤菜;炸鸡;高蛋白;高脂","教工餐厅二楼"
"自选称重菜","350","15","18","19.8","1","主食","复合","中餐;主食;自选;素菜","教工餐厅二楼"
"鸡丝滑蛋饭","620","32","18","15.8","0","主食","咸鲜","中餐;主食;蛋类;荤菜;滑蛋饭;高蛋白","教工餐厅二楼"
"奥尔良鸡丁滑蛋饭","650","30","20","17.8","1","主食","甜辣","中餐;主食;蛋类;荤菜;滑蛋饭;高蛋白;高脂;高热量","教工餐厅二楼"
"滑蛋火腿滑蛋饭","610","24","22","17.8","0","主食","咸香","中餐;主食;蛋类;荤菜;滑蛋饭;高蛋白;高脂","教工餐厅二楼"
"番茄火腿滑蛋饭","630","23","20","17.8","0","主食","酸甜","中餐;主食;蛋类;荤菜;素菜;滑蛋饭;高蛋白;高脂","教工餐厅二楼"
"虾仁滑蛋饭","580","34","14","19.8","0","主食","鲜美","中餐;主食;蛋类;荤菜;滑蛋饭;高蛋白","教工餐厅二楼"
"番茄虾仁滑蛋饭","600","33","13","19.8","0","主食","酸甜","中餐;主食;蛋类;荤菜;素菜;滑蛋饭;高蛋白","教工餐厅二楼"
"鸡肉培根滑蛋饭","680","28","26","14.8","0","主食","咸香","中餐;主食;蛋类;荤菜;滑蛋饭;高蛋白;高脂;高热量","教工餐厅二楼"
"鸡扒滑蛋饭","720","35","28","15.8","0","主食","咸鲜","中餐;主食;蛋类;荤菜;滑蛋饭;高蛋白;高脂;高热量","教工餐厅二楼"
"牛扒滑蛋饭","750","38","30","19.8","0","主食","黑椒","中餐;主食;蛋类;荤菜;滑蛋饭;高蛋白;高脂;高热量","教工餐厅二楼"
"牛肉滑蛋饭","660","34","22","19.8","0","主食","咸鲜","中餐;主食;蛋类;荤菜;滑蛋饭;高蛋白;高脂;高热量","教工餐厅二楼"
"番茄牛肉滑蛋饭","680","33","21","19.8","0","主食","酸甜","中餐;主食;蛋类;荤菜;素菜;滑蛋饭;高蛋白;高脂;高热量","教工餐厅二楼"
"黑椒鸡扒饭","700","32","25","14.8","1","主食","黑椒","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"咖喱鸡扒饭","730","31","27","14.8","1","主食","咖喱","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"番茄鸡扒饭","690","31","24","14.8","0","主食","酸甜","中餐;主食;荤菜;素菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"奥尔良鸡扒饭","710","32","25","16.8","1","主食","甜辣","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"牛扒饭","740","36","28","19.8","1","主食","黑椒","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"培根饭(鸡肉)","640","22","24","12","0","主食","咸香","中餐;主食;荤菜;高蛋白;高脂","教工餐厅二楼"
"煎蛋","90","7","7","2","0","小吃","咸鲜","中餐;小吃;蛋类;低热量","教工餐厅二楼"
"黑椒牛扒饭","760","36","30","19.8","1","主食","黑椒","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"咖喱牛扒饭","790","35","32","19.8","1","主食","咖喱","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"番茄牛扒饭","750","35","29","19.8","0","主食","酸甜","中餐;主食;荤菜;素菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"奥尔良黑椒鸡扒饭","720","32","26","16.8","1","主食","黑椒","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"奥尔良咖喱鸡扒饭","750","31","28","16.8","1","主食","咖喱","中餐;主食;荤菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"奥尔良番茄鸡扒饭","710","31","25","16.8","0","主食","酸甜","中餐;主食;荤菜;素菜;扒饭;高蛋白;高脂;高热量","教工餐厅二楼"
"奥尔良茶香鸡饭","650","30","18","16","1","主食","甜辣","中餐;主食;饮料;高蛋白;高热量","教工餐厅二楼"
"蜜汁茶香鸡饭","660","29","17","16","0","主食","甜鲜","中餐;主食;饮料;高蛋白;高热量","教工餐厅二楼"
"茉莉茶香鸡饭","620","29","15","16","0","主食","清鲜","中餐;饮品;主食;饮料;高蛋白;普通能量","教工餐厅二楼"
"自然茶香鸡饭","610","29","15","16","0","主食","咸鲜","中餐;主食;饮料;高蛋白","教工餐厅二楼"
"无骨番茄烤鱼饭","680","32","22","18","0","主食","酸甜","中餐;主食;荤菜;素菜;烤鱼;高蛋白;高脂;高热量","教工餐厅二楼"
"无骨香辣烤鱼饭","710","32","26","18","2","主食","香辣","中餐;主食;荤菜;烤鱼;高蛋白;高脂;高热量","教工餐厅二楼"
"无骨酱香烤鱼饭","690","32","24","18","0","主食","咸香","中餐;主食;荤菜;烤鱼;高蛋白;高脂;高热量","教工餐厅二楼"
"无骨麻辣烤鱼饭","720","32","27","18","3","主食","麻辣","中餐;主食;荤菜;烤鱼;高蛋白;高脂;高热量","教工餐厅二楼"
"招牌海南鸡饭","600","35","14","18","0","主食","清鲜","中餐;主食;高蛋白","教工餐厅二楼"
"海南鸭腿饭","680","28","24","17","0","主食","咸鲜","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"柠檬海南鸡饭","590","34","13","18","0","主食","酸甜","中餐;主食;高蛋白","教工餐厅二楼"
"泰式口水鸡饭","640","33","19","17","2","主食","酸辣","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"牛肉大葱水饺","420","18","14","14","0","主食","咸鲜","中餐;主食;面食;荤菜;饺子","教工餐厅二楼"
"牛肉香菇水饺","410","18","13","14","0","主食","咸鲜","中餐;主食;面食;荤菜;素菜;饺子","教工餐厅二楼"
"羊肉大葱水饺","440","17","16","15","0","主食","咸鲜","中餐;主食;面食;荤菜;饺子","教工餐厅二楼"
"牛肉萝卜水饺","390","18","11","14","0","主食","清甜","中餐;主食;面食;荤菜;饺子","教工餐厅二楼"
"韭菜鸡蛋水饺","350","12","12","12","0","主食","鲜美","中餐;主食;面食;蛋类;素菜;饺子","教工餐厅二楼"
"馄饨","280","10","8","8","0","汤品","咸鲜","中餐;汤品;面食;汤粥","教工餐厅二楼"
"黄焖鸡米饭","680","32","22","16","1","主食","咸香","中餐;主食;高蛋白;高脂;高热量","教工餐厅二楼"
"黄焖土豆肥牛","750","28","34","18","1","主食","酱香","中餐;主食;荤菜;素菜;高蛋白;高脂;高热量","教工餐厅二楼"
"黄焖娃娃菜肥牛","620","26","28","18","1","主食","酱香","中餐;主食;荤菜;素菜;高蛋白;高脂","教工餐厅二楼"
"黄焖豆腐","450","18","16","13","1","主食","咸香","中餐;主食;素菜","教工餐厅二楼"
"黄焖千叶豆腐","480","20","18","14","1","主食","咸香","中餐;主食;素菜;高蛋白","教工餐厅二楼"
"黄焖巴沙鱼","580","30","14","16","1","主食","鲜美","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"黄焖小酥肉","710","24","32","16","1","主食","咸香","中餐;主食;荤菜;高蛋白;高脂;高热量","教工餐厅二楼"
"黄焖金针菇肥牛","640","27","29","18","1","主食","酱香","中餐;主食;荤菜;素菜;高蛋白;高脂","教工餐厅二楼"
"单加鱼豆腐","120","6","6","2","0","小吃","咸鲜","中餐;小吃;素菜;加料;低热量","教工餐厅二楼"
"单加金针菇","35","2","0.3","2","0","小吃","清淡","中餐;小吃;素菜;加料;低热量","教工餐厅二楼"
"单加土豆","90","2","0.1","2","0","小吃","清淡","中餐;小吃;素菜;加料;低热量","教工餐厅二楼"
"单加千叶豆腐","80","7","4","2","0","小吃","咸香","中餐;小吃;素菜;加料;低热量","教工餐厅二楼"
"奥尔良茶香鸡","320","25","12","15元","否","主食","新奥尔良风味","中餐;主食;饮料;高蛋白","教工餐厅二楼"
"蜜汁茶香鸡","340","24","10","15元","否","主食","蜜汁甜香","中餐;主食;饮料;高蛋白","教工餐厅二楼"
"茉莉茶香鸡","290","25","8","16元","否","主食","清爽茶香","中餐;饮品;主食;饮料;高蛋白;普通能量","教工餐厅二楼"
"自然茶香鸡","300","25","9","15元","否","主食","咸香原味","中餐;主食;饮料;高蛋白","教工餐厅二楼"
"招牌海南鸡饭","550","28","15","16元","否","主食","鲜嫩清淡","中餐;主食;高蛋白","教工餐厅二楼"
"海南鸭腿饭","620","26","22","16元","否","主食","酱香浓郁","中餐;主食;荤菜;高蛋白;高脂","教工餐厅二楼"
"柠檬海南鸡饭","530","28","13","16元","否","主食","酸甜清爽","中餐;主食;高蛋白","教工餐厅二楼"
"泰式口水鸡饭","580","27","18","16元","是","主食","酸辣开胃","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"牛肉汤（粉丝+豆皮+牛肉片）","220","18","6","时价/以档口为准","否","汤品","咸鲜醇厚","中餐;汤品;荤菜;汤粥;低热量","教工餐厅二楼"
"牛杂汤（粉丝+豆皮+牛杂）","240","16","9","时价/以档口为准","否","汤品","醇香浓郁","中餐;汤品;汤粥","教工餐厅二楼"
"牛骨蛋花汤（高汤+鸡蛋）","150","8","7","时价/以档口为准","否","汤品","鲜美清爽","中餐;汤品;蛋类;汤粥;低热量","教工餐厅二楼"
"鸡丝汤（粉丝+豆皮+鸡丝+鹌鹑蛋）","260","20","8","时价/以档口为准","否","汤品","鲜美咸香","中餐;汤品;荤菜;汤粥;高蛋白","教工餐厅二楼"
"拆骨肉汤（粉丝+豆皮+拆骨肉汤）","280","19","12","时价/以档口为准","否","汤品","肉香浓郁","中餐;汤品;荤菜;汤粥","教工餐厅二楼"
"特色葱油饼","260","5","10","时价/以档口为准","否","主食","酥脆咸香","中餐;主食","教工餐厅二楼"
"五谷招牌鱼粉","450","22","10","15元","否","主食","咸鲜浓郁","中餐;主食;高蛋白","教工餐厅二楼"
"五谷原味鱼粉","430","22","9","15元","否","主食","清淡鲜美","中餐;主食;高蛋白","教工餐厅二楼"
"五谷酸辣鱼粉","460","22","11","15元","是","主食","酸辣开胃","中餐;主食;高蛋白","教工餐厅二楼"
"五谷麻辣鱼粉","480","22","13","15元","是","主食","麻辣浓郁","中餐;主食;高蛋白","教工餐厅二楼"
"五谷鸡沫粉","420","18","8","15元","否","主食","咸鲜适口","中餐;主食","教工餐厅二楼"
"五谷小酥肉粉","530","16","18","17元","否","主食","酥脆酱香","中餐;主食;荤菜","教工餐厅二楼"
"鲜香玉米粉","380","10","5","14元","否","主食","清甜鲜香","中餐;主食;米粉;素菜","教工餐厅二楼"
"五谷番茄鱼丸粉","440","15","8","15元","否","主食","酸甜鲜美","中餐;主食;荤菜;素菜","教工餐厅二楼"
"五谷番茄牛丸粉","460","18","10","15元","否","主食","番茄浓郁","中餐;主食;荤菜;素菜","教工餐厅二楼"
"五谷番茄鱼粉","460","22","9","16元","否","主食","酸甜开胃","中餐;主食;素菜;高蛋白","教工餐厅二楼"
"五谷番茄鸡沫粉","430","18","8","16元","否","主食","番茄鸡香","中餐;主食;素菜","教工餐厅二楼"
"五谷麻辣牛肉粉","510","24","14","18元","是","主食","麻辣鲜香","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"加青菜","20","1","0.1","2元","否","加料","清脆爽口","中餐;小吃;素菜;加料;低热量","教工餐厅二楼"
"加鱼肉丸","90","6","3","3元","否","加料","Q弹鲜美","中餐;小吃;荤菜;加料;低热量","教工餐厅二楼"
"加虎皮蛋","120","7","8","2元","否","加料","油炸香浓","中餐;小吃;加料;低热量","教工餐厅二楼"
"加小酥肉","150","5","11","6元","否","加料","香酥可口","中餐;小吃;荤菜;加料;低热量","教工餐厅二楼"
"加鱼豆腐","80","4","3","2元","否","加料","软嫩豆香","中餐;小吃;素菜;加料;低热量","教工餐厅二楼"
"加牛肉丸","110","8","5","3元","否","加料","紧实多汁","中餐;小吃;荤菜;加料;低热量","教工餐厅二楼"
"加龙利鱼","90","15","1.5","5元","否","加料","鲜嫩低脂","中餐;小吃;加料;低热量","教工餐厅二楼"
"加面","160","4","0.5","2元","否","加料","原味麦香","中餐;面食;小吃;加料;低热量","教工餐厅二楼"
"五谷招牌虾仁粉","440","20","8","18元","否","主食","鲜美清爽","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"五谷原味虾仁粉","420","20","7","18元","否","主食","原汁原味","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"五谷酸辣虾仁粉","450","20","9","18元","走","主食","酸辣爽口","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"五谷麻辣虾仁粉","470","20","11","18元","是","主食","麻辣过瘾","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"五谷招牌蟹棒粉","430","14","8","15元","否","主食","招牌咸鲜","中餐;主食;荤菜","教工餐厅二楼"
"五谷原味蟹棒粉","410","14","7","15元","否","主食","清爽蟹香","中餐;主食;荤菜","教工餐厅二楼"
"五谷酸辣蟹棒粉","440","14","9","15元","是","主食","酸辣蟹香","中餐;主食;荤菜","教工餐厅二楼"
"五谷麻辣蟹棒粉","460","14","11","15元","是","主食","麻辣入味","中餐;主食;荤菜","教工餐厅二楼"
"五谷招牌虾饺粉","460","16","10","16元","否","主食","鲜虾浓郁","中餐;主食;荤菜","教工餐厅二楼"
"五谷原味虾饺粉","440","16","9","16元","否","主食","清汤虾饺","中餐;汤品;主食;荤菜;汤粥","教工餐厅二楼"
"五谷酸辣虾饺粉","470","16","11","16元","是","主食","酸辣开胃","中餐;主食;荤菜","教工餐厅二楼"
"五谷麻辣虾饺粉","490","16","13","16元","是","主食","麻辣鲜香","中餐;主食;荤菜","教工餐厅二楼"
"五谷招牌蛋饺粉","470","17","12","16元","否","主食","蛋香肉醇","中餐;主食;荤菜","教工餐厅二楼"
"五谷原味蛋饺粉","450","17","11","16元","否","主食","清鲜蛋饺","中餐;主食","教工餐厅二楼"
"五谷酸辣蛋饺粉","480","17","13","16元","是","主食","酸辣解腻","中餐;主食","教工餐厅二楼"
"五谷麻辣蛋饺粉","500","17","15","16元","是","主食","麻辣浓香","中餐;主食","教工餐厅二楼"
"五谷招牌亲亲肠粉","460","15","14","15元","否","主食","肉香Q弹","中餐;主食;荤菜","教工餐厅二楼"
"五谷原味亲亲肠粉","440","15","13","15元","否","主食","原味醇香","中餐;主食","教工餐厅二楼"
"五谷酸辣亲亲肠粉","470","15","15","15元","是","主食","酸辣解腻","中餐;主食","教工餐厅二楼"
"五谷麻辣亲亲肠粉","490","15","17","15元","是","主食","麻辣浓郁","中餐;主食","教工餐厅二楼"
"加蟹棒","70","3","2","5元","否","加料","甜润蟹香","中餐;小吃;荤菜;加料;低热量","教工餐厅二楼"
"加虾饺","100","5","4","6元","否","加料","鲜美裹肉","中餐;小吃;荤菜;加料;低热量","教工餐厅二楼"
"加蟹排","90","4","3","5元","否","加料","咸香软嫩","中餐;小吃;荤菜;加料;低热量","教工餐厅二楼"
"加亲亲肠","110","4","8","5元","否","加料","Q弹多汁","中餐;小吃;加料;低热量","教工餐厅二楼"
"加蛋饺","110","6","7","5元","否","加料","醇厚蛋皮","中餐;小吃;加料;低热量","教工餐厅二楼"
"加面(粉可以换成面)","160","4","0.5","2元","否","加料","原味麦香","中餐;面食;小吃;面条;加料;低热量","教工餐厅二楼"
"五谷招牌蟹排粉","450","15","9","16元","否","主食","招牌咸香","中餐;主食;荤菜","教工餐厅二楼"
"五谷原味蟹排粉","430","15","8","16元","否","主食","原味清汤","中餐;汤品;主食;荤菜;汤粥","教工餐厅二楼"
"五谷酸辣蟹排粉","460","15","10","16元","是","主食","酸辣鲜美","中餐;主食;荤菜","教工餐厅二楼"
"五谷麻辣蟹排粉","480","15","12","16元","是","主食","麻辣浓郁","中餐;主食;荤菜","教工餐厅二楼"
"酸汤羊肉粉","520","24","18","18元","是","主食","酸辣浓郁","中餐;汤品;主食;荤菜;汤粥;高蛋白","教工餐厅二楼"
"酸汤肥牛粉","540","22","22","19元","是","主食","酸辣爽口","中餐;汤品;主食;荤菜;汤粥;高蛋白;高脂","教工餐厅二楼"
"牛肉汤（粉条+豆皮+牛肉）","220","18","6","14元","否","汤品","咸鲜醇厚","中餐;汤品;荤菜;汤粥;低热量","教工餐厅二楼"
"拆骨肉汤（粉条+豆皮+拆骨肉汤）","280","19","12","14元","否","汤品","肉香浓郁","中餐;汤品;荤菜;汤粥","教工餐厅二楼"
"鸡丝汤（粉条+豆皮+鸡丝+鹌鹑蛋）","260","20","8","13元","否","汤品","鲜美咸香","中餐;汤品;荤菜;汤粥;高蛋白","教工餐厅二楼"
"牛杂汤（粉条+豆皮+牛杂）","240","16","9","12元","否","汤品","醇香浓郁","中餐;汤品;汤粥","教工餐厅二楼"
"牛骨蛋花汤（高汤+鸡蛋）","150","8","7","10元","否","汤品","鲜美清爽","中餐;汤品;蛋类;汤粥;低热量","教工餐厅二楼"
"特色葱油饼","260","5","10","2元/份","否","主食","酥脆咸香","中餐;主食","教工餐厅二楼"
"牛肉（单加）","90","15","3","6/份","否","加料","鲜美紧实","中餐;小吃;荤菜;加料;低热量","教工餐厅二楼"
"牛杂（单加）","80","12","4","3/份","否","加料","醇香有嚼劲","中餐;小吃;加料;低热量","教工餐厅二楼"
"鸡丝（单加）","70","14","1.5","3/份","否","加料","鲜嫩低脂","中餐;小吃;荤菜;加料;低热量","教工餐厅二楼"
"白萝卜（单加）","15","0.5","0.1","2元/份","否","加料","清甜多汁","中餐;小吃;加料;低热量","教工餐厅二楼"
"蛋花（单加）","70","6","5","2元","否","加料","蛋香软嫩","中餐;小吃;蛋类;加料;低热量","教工餐厅二楼"
"鹌鹑蛋（单加）","45","4","3.5","2元3个","否","加料","小巧香浓","中餐;小吃;加料;低热量","教工餐厅二楼"
"豆皮（单加）","60","6","3.5","2元","否","加料","豆香浓郁","中餐;小吃;加料;低热量","教工餐厅二楼"
"粉条（单加）","120","0.5","0.1","2元","否","加料","Q弹爽滑","中餐;小吃;加料;低热量","教工餐厅二楼"
"素拌面","420","10","12","10元","否","主食","麻酱咸香","中餐;主食;面食;素菜;面条;拌面","教工餐厅二楼"
"西红柿鸡蛋拌面","480","14","15","13元","否","主食","酸甜可口","中餐;主食;面食;蛋类;面条;拌面","教工餐厅二楼"
"剁椒鸡蛋拌面","510","15","18","13元","是","主食","鲜辣咸香","中餐;主食;面食;蛋类;面条;拌面","教工餐厅二楼"
"香菇鸡块拌面","550","23","16","16元","否","主食","菌香浓郁","中餐;主食;面食;小吃;荤菜;素菜;面条;拌面;炸鸡;高蛋白","教工餐厅二楼"
"鲜香鸡腿拌面","570","25","17","16元","否","主食","鲜嫩咸香","中餐;主食;面食;荤菜;面条;拌面;高蛋白","教工餐厅二楼"
"香辣鸡胗拌面","530","23","14","16元","是","主食","香辣脆爽","中餐;主食;面食;面条;拌面;高蛋白","教工餐厅二楼"
"炸酱拌面","560","18","20","15元","否","主食","酱香浓郁","中餐;主食;面食;面条;拌面;高脂","教工餐厅二楼"
"笋丝拌面","450","11","13","15元","否","主食","清鲜咸香","中餐;主食;面食;素菜;面条;拌面","教工餐厅二楼"
"鸡丝拌面","500","22","14","16元","否","主食","鲜美咸香","中餐;主食;面食;荤菜;面条;拌面;高蛋白","教工餐厅二楼"
"牛肉拌面","580","26","18","18元","否","主食","酱香肉醇","中餐;主食;面食;荤菜;面条;拌面;高蛋白","教工餐厅二楼"
"牛杂拌面","560","23","19","17元","否","主食","醇厚有嚼劲","中餐;主食;面食;面条;拌面;高蛋白","教工餐厅二楼"
"肥牛拌面","620","22","25","18元","否","主食","油润香浓","中餐;主食;面食;荤菜;面条;拌面;高蛋白;高脂","教工餐厅二楼"
"素刀削面","380","9","5","9元","否","主食","面香清淡","中餐;主食;面食;素菜;面条","教工餐厅二楼"
"西红柿鸡蛋刀削面","440","13","11","12元","否","主食","酸甜鲜美","中餐;主食;面食;蛋类;面条","教工餐厅二楼"
"剁椒鸡蛋刀削面","470","14","14","12元","是","主食","酸辣咸香","中餐;主食;面食;蛋类;面条","教工餐厅二楼"
"香菇鸡块刀削面","510","22","12","15元","否","主食","菌香醇厚","中餐;主食;面食;小吃;荤菜;素菜;面条;炸鸡;高蛋白","教工餐厅二楼"
"鲜香鸡腿刀削面","530","24","13","15元","否","主食","鲜嫩多汁","中餐;主食;面食;荤菜;面条;高蛋白","教工餐厅二楼"
"香辣鸡胗刀削面","490","22","10","15元","是","主食","香辣开胃","中餐;主食;面食;面条;高蛋白","教工餐厅二楼"
"炸酱刀削面","520","17","16","14元","否","主食","咸鲜酱香","中餐;主食;面食;面条","教工餐厅二楼"
"碗杂刀削面","540","18","15","14元","是","主食","酱香绵软","中餐;主食;面食;面条","教工餐厅二楼"
"笋丝刀削面","410","10","6","14元","否","主食","笋丝清脆","中餐;主食;面食;素菜;面条","教工餐厅二楼"
"牛肉刀削面","550","25","13","17元","否","主食","肉香浓郁","中餐;主食;面食;荤菜;面条;高蛋白","教工餐厅二楼"
"牛杂刀削面","530","22","14","16元","否","主食","醇香入味","中餐;主食;面食;面条;高蛋白","教工餐厅二楼"
"肥牛刀削面","590","21","21","17元","否","主食","肥牛香浓","中餐;主食;面食;荤菜;面条;高蛋白;高脂","教工餐厅二楼"
"素小面","360","9","5","9元","否","主食","麻辣清爽","中餐;主食;面食;素菜;面条","教工餐厅二楼"
"西红柿鸡蛋面","420","13","11","12元","否","主食","汤鲜酸甜","中餐;汤品;主食;面食;蛋类;汤粥","教工餐厅二楼"
"剁椒鸡蛋面","450","14","14","12元","是","主食","汤头酸辣","中餐;汤品;主食;面食;蛋类;汤粥","教工餐厅二楼"
"香菇鸡块面","490","22","12","15元","否","主食","鸡汤醇厚","中餐;汤品;主食;面食;小吃;荤菜;素菜;汤粥;炸鸡;高蛋白","教工餐厅二楼"
"鲜香鸡腿面","510","24","13","15元","否","主食","鲜美咸香","中餐;主食;面食;荤菜;高蛋白","教工餐厅二楼"
"香辣鸡胗面","470","22","10","15元","是","主食","香辣爽口","中餐;主食;面食;高蛋白","教工餐厅二楼"
"鸡丝小面","460","21","11","15元","否","主食","清汤鲜美","中餐;汤品;主食;面食;荤菜;面条;汤粥;高蛋白","教工餐厅二楼"
"炸酱面","500","17","16","14元","否","主食","拌酱浓郁","中餐;主食;面食","教工餐厅二楼"
"碗杂面","520","18","15","14元","是","主食","酱浓豌绵","中餐;主食;面食","教工餐厅二楼"
"笋丝面","390","10","6","14元","否","主食","清鲜适口","中餐;主食;面食;素菜","教工餐厅二楼"
"牛肉面","530","25","13","17元","否","主食","牛肉醇香","中餐;主食;面食;荤菜;高蛋白","教工餐厅二楼"
"牛杂面","510","22","14","16元","否","主食","风味独特","中餐;主食;面食;高蛋白","教工餐厅二楼"
"肥牛面","570","21","21","17元","否","主食","汤头油润","中餐;汤品;主食;面食;荤菜;汤粥;高蛋白;高脂","教工餐厅二楼"
"兰花串","90","5","4","2元","否","小吃","咸鲜入味","中餐;小吃;低热量","教工餐厅二楼"
"台湾烤肠","180","6","14","3元","否","小吃","香脆油润","中餐;小吃;低热量","教工餐厅二楼"
"可乐鸡块饭","580","26","14","16元","否","主食","甜香浓郁","中餐;饮品;主食;小吃;饮料;炸鸡;高蛋白;普通能量","教工餐厅二楼"
"招牌烧鸭饭","640","24","26","18元","否","主食","皮脆油润","中餐;主食;荤菜;高蛋白;高脂","教工餐厅二楼"
"特色辣子鸡丁饭","560","25","18","16元","是","主食","麻辣香脆","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"风味白切鸡米饭","510","28","12","16元","否","主食","鲜嫩清淡","中餐;主食;高蛋白","教工餐厅二楼"
"香辣干锅鸡","590","27","20","16元","是","主食","香辣干香","中餐;主食;干锅;高蛋白;高脂","教工餐厅二楼"
"椒麻手撕鸡饭","530","28","14","16元","是","主食","椒麻鲜香","中餐;主食;高蛋白","教工餐厅二楼"
"香辣口水鸡米饭","560","27","16","16元","是","主食","红油酸辣","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"孜然爆炒鸡丁饭","550","25","15","16元","否","主食","孜然浓郁","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"香酥烤鸭腿饭","610","23","24","14元","否","主食","外酥里嫩","中餐;主食;荤菜;高蛋白;高脂","教工餐厅二楼"
"香酥烤鸡腿饭","540","26","16","16元","否","主食","咸香油润","中餐;主食;荤菜;高蛋白","教工餐厅二楼"
"烤琵琶腿饭","520","25","13","14元","否","主食","酱香入味","中餐;主食;高蛋白","教工餐厅二楼"
"鸡肉炒米粉","480","22","12","15元","否","主食","酱香咸鲜","中餐;主食;米粉;荤菜;炒粉;高蛋白","教工餐厅二楼"
"鸡肉酸菜炒米粉","500","22","13","16元","是","主食","酸辣开胃","中餐;主食;米粉;荤菜;素菜;炒粉;高蛋白","教工餐厅二楼"
"鸡肉多菜炒米粉","460","21","11","17元","否","主食","清鲜咸香","中餐;主食;米粉;荤菜;素菜;炒粉;高蛋白","教工餐厅二楼"
"纯素菜炒米粉","380","8","9","13元","否","主食","清爽适口","中餐;主食;米粉;素菜;炒粉","教工餐厅二楼"
"牛肉炒米粉","520","24","14","18元","否","主食","肉香浓郁","中餐;主食;米粉;荤菜;炒粉;高蛋白","教工餐厅二楼"
"牛肉酸菜炒米粉","540","24","15","19元","是","主食","酸辣鲜香","中餐;主食;米粉;荤菜;素菜;炒粉;高蛋白","教工餐厅二楼"
"牛肉多菜炒米粉","500","23","13","20元","否","主食","鲜美爽口","中餐;主食;米粉;荤菜;素菜;炒粉;高蛋白","教工餐厅二楼"
